DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;OFFERED_CAPACITY_PRICE_[EUR/MW];OFFERED_CAPACITY_[MW];ALLOCATED_CAPACITY_[MW];COUNTRY;SETTLEMENTCAPACITY_PRICE_[EUR/MW];NOTE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;14;14;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;20;20;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,04;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,12;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,20;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,28;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,36;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,44;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,50;6;6;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,52;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,56;18;18;CZ;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,60;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,68;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,76;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,84;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;1,92;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,00;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,00;14;14;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,00;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,04;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,08;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,08;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,12;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,16;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,16;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,20;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,24;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,28;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,28;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,32;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,36;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,36;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,40;3;3;CZ;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,40;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,44;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,44;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,48;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,50;2;2;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,52;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,52;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,56;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,60;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,60;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,64;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,68;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,68;9;9;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,72;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,76;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,76;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,80;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,84;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,84;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;2,92;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,00;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,08;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,16;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,24;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,32;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,32;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,33;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,40;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,46;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,48;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,56;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,60;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,62;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,64;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,64;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,72;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,80;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,88;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,91;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,96;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;3,97;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,00;6;6;CZ;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,00;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,00;1;1;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,00;3;3;CZ;70,00;INDIVISIBLE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,00;23;23;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,40;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,52;8;8;CZ;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,80;1;1;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;4,92;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;9;9;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;2;2;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;2;2;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;7;7;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;15;15;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;2;2;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;10;10;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,00;7;7;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,08;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,20;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,23;2;2;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,32;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,44;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,55;3;3;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,56;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;5,72;7;7;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;6,00;4;4;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;6,50;19;19;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;6,80;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,00;8;8;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,00;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,00;20;20;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,20;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,40;2;2;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;7,60;2;2;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;8,00;2;2;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;8,40;4;4;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;9,04;1;1;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;9,20;4;4;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;9,33;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;9,33;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;9,87;5;5;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,00;4;4;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,00;3;3;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,00;1;1;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,00;3;3;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,00;3;3;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,40;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;10,80;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;11,00;25;13;FR;11,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;11,20;2;2;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;11,65;9;9;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;11,96;2;2;NL;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;12,40;2;2;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;13,60;4;4;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;17,00;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;17,20;2;2;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;18,40;8;8;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;19,10;9;9;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;25,00;1;1;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;25,38;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;29,00;2;2;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;31,36;8;8;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;33,00;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;33,86;8;8;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;35,04;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;36,00;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;36,36;8;8;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;40,00;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;40,45;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;40,47;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;40,48;1;1;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;40,52;1;1;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;41,28;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;42,56;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;43,84;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;45,12;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;46,40;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;47,68;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;47,68;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;48,00;10;10;CH;70,00;INDIVISIBLE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;48,96;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;50,00;16;16;NL;70,00;INDIVISIBLE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;50,24;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;50,94;1;1;DK;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;51,38;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;51,48;1;1;DK;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;51,52;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;52,80;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;53,60;1;1;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;54,08;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;55,20;5;5;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;55,36;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;55,60;4;4;AT;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;56,00;3;3;CZ;70,00;INDIVISIBLE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;56,64;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;57,92;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;58,00;25;25;BE;70,00;INDIVISIBLE
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;59,20;1;1;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;59,20;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;60,06;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;60,48;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;61,76;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;63,04;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;64,32;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;64,80;1;1;CH;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;65,00;14;14;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;65,50;12;12;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;65,60;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;66,00;11;11;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;66,50;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;66,88;1;1;BE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;67,00;4;4;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;67,50;4;4;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;68,50;5;5;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;69,00;4;4;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;69,50;4;4;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_16_20;70,00;3;3;DE;70,00;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;4;4;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;2;2;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;6;6;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;10;10;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;6;6;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;10;10;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;12;12;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;62;62;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;2;2;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;3;3;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;8;8;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;5;5;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;BE;54,56;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;NL;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;NL;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;NL;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;11;11;NL;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;2;2;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;2;2;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;32;32;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;2;2;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;BE;54,56;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;BE;54,56;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;BE;54,56;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,00;1;1;BE;54,56;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,01;2;2;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,04;2;2;CZ;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,04;2;2;CZ;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,04;5;5;CZ;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,08;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,20;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,25;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,25;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,25;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,28;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,40;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,40;5;5;CZ;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,48;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,50;19;19;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,60;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,68;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,80;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;0,88;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;AT;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;AT;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;20;20;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;14;14;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;2;2;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;4;4;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;2;2;CH;103,70;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;4;4;DK;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,08;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,20;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,28;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,40;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,48;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,50;6;6;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,56;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,56;18;18;CZ;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,68;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,76;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,88;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;1,96;7;7;FR;15,36;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;2,00;14;14;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;2,00;1;1;DE;25,58;
23/03/2025;23/03/2025;FCR;NEGPOS_20_24;2,00;7;7;FR;15,36;
